Sno,Name,Contact Number,Fax,Address,Opening Hours,Link
1911,ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD,67375683,62435871,3 MT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #05-08 Singapore 228510,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=37760
1912,ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD,63250529,63520215,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #05-42 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45707
1913,ISLAND ORTHOPAEDICS,63560588,63520215,820 THOMSON RD                                                                    MOUNT ALVERNIA MEDICAL CENTRE                                                                                          #01-01/02 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=37470
1914,ISLAND ORTHOPAEDICS,64745488,63520215,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #02-16 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=37773
1915,ISMILE DENTAL CLINIC,62720656,63520215,BLK 78A Telok Blangah Street 32                              #01-12 Singapore 101078,Monday : 09:00 am to 09:00 pmTuesday to Saturday : 09:00 am to 05:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14490
1916,ISMILE DENTAL SURGERY,63885061,63520215,1 SENGKANG SQUARE                                                                    COMPASS ONE                                                                                          #04-15 Singapore 545078,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45572
1917,IVOR J. LIM PLASTIC SURGERY,68873852,63520215,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #11-60/61/62/63 Singapore 329563,Monday to Friday : 09:00 am to 06:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=42013
1918,IVY YAP GASTROENTEROLOGY & LIVER CLINIC,67329958,63520215,3 MT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #15-01 Singapore 228510,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14510
1919,IYAC AESTHETIC CLINIC,67389989,63520215,ONE ORCHARD BOULEVARD                                                                    CAMDEN MEDICAL CENTRE                                                                                          #06-02/03 Singapore 248649,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46508
1920,J LASER AND AESTHETICS CLINIC,64513313,63520215,101 IRRAWADDY ROAD                                                                    ROYAL SQUARE @ NOVENA                                                                                          #19-08/09 Singapore 329565,Monday to Saturday : 10:00 am to 08:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44822
1921,J T MEDICAL CENTRE,67837945,63520215,BLK 844 TAMPINES ST 82                              #01-135 Singapore 520844,"Public Holiday : 08:30 am to 12:00 pmMonday to Friday : 08:30 am to 12:00 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pmSaturday and Sunday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14550
1922,J.D.G. DENTAL SURGERY (JURONG DENTAL GROUP),63624729,63431091,BLK 111 WOODLANDS ST 13                              #01-84 Singapore 730111,"Public Holiday :  ClosedMonday : 09:00 am to 01:00 pm, 02:00 pm to 04:00 pmTuesday : 09:00 am to 01:00 pm, 02:00 pm to 04:30 pm, 06:00 pm to 08:00 pmWednesday : 06:30 pm to 09:00 pmThursday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pmFriday : 09:00 am to 01:00 pm, 01:30 pm to 03:00 pmSaturday : 09:00 am to 12:30 pmSunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14680
1923,J.K. LEONG (DENTAL CENTRE) PTE LTD,63381188,63431091,35 SELEGIE ROAD                                                                    PARKLANE SHOPPING MALL                                                                                          #01-32/33/34 Singapore 188307,Monday to Saturday : 09:00 am to 06:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14540
1924,JADE MEDICAL CLINIC PTE LTD,62259813,63431091,8 EU TONG SEN STREET                                                                    THE CENTRAL OFFICE TOWER 1                                                                                          #13-99 Singapore 059818,Public Holiday to Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pmMonday to Friday : 09:00 am to 06:00 pmSaturday to Saturday : 08:30 am to 01:00 pmSunday to Sunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=37312
1925,JAMES LEE ORTHOPAEDIC SURGERY,64744256,63431091,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #09-15 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14570
1926,JAMIYAH MEDICAL CLINIC,67431211,63431091,"BLK 31 LORONG 12, GEYLANG, LEVEL 4                                                                    JAMIYAH SINGAPORE                                                                                           Singapore 399006",Eve of Chinese New Year (24/01/2020) : 09:00 am to 06:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14600
1927,JANE & LEE SEMBAWANG FAMILY CLINIC,68537677,63431091,BLK 483 Admiralty Link                              #01-23 Singapore 750483,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pmMonday to Friday : 08:30 am to 12:30 pm, 07:00 pm to 09:00 pmSaturday : 08:30 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14610
1928,JANE YAP CHEST & MEDICAL CLINIC  PTE LTD,63569928,63431091,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #05-57 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34403
1929,JANE YAP CHEST & MEDICAL CLINIC PTE LTD,63342338,63431091,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #09-36 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44486
1930,JAPAN CLINIC AND SURGERY,62984517,63431091,BLK 802 FRENCH RD                              #01-55 Singapore 200802,"Public Holiday :  ClosedMonday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 08:30 pmSaturday and Sunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14640
1931,JAPAN GREEN CLINIC,67348871,63431091,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #10-01 Singapore 238859,"Monday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 05:30 pmSaturday : 09:00 am to 12:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14650
1932,JAS MEDICAL SCREENING CENTRE PTE LTD,67416700,68416700,67 LOR 27 GEYLANG                               Singapore 388189,Monday to Saturday : 08:30 am to 08:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14660
1933,JASON LIM ENDOSCOPY & SURGERY (NOVENA),67790115,68416700,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #05-49 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46591
1934,JASON LIM ENDOSCOPY & SURGERY (TAMPINES),64433843,68416700,11 TAMPINES STREET 32                                                                    TAMPINES MART                                                                                          #01-11 Singapore 529287,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46711
1935,JCL DENTAL SURGERY,63431091,68416700,BLK 5 Upper Aljunied Lane                              #01-42 Singapore 360005,"Public Holiday :  ClosedMonday : 06:30 pm to 09:00 pmTuesday : 09:30 am to 11:30 amWednesday : 09:30 am to 03:00 pmThursday :  ClosedFriday : 10:00 am to 01:00 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:00 pmSaturday : 09:30 am to 12:30 pmSunday : 09:30 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14670
1936,JEAN HO SKIN AND LASER CLINIC,67376996,68416700,3 MOUNT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #14-05 Singapore 228510,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36171
1937,JEANETTE CHEN WOMEN'S CLINIC,62555963,68416700,339 THOMSON ROAD                                                                    THOMSON MEDICAL CENTRE                                                                                          #05-02A Singapore 307677,Monday to Wednesday : 09:00 am to 05:00 pmThursday and Saturday : 09:00 am to 12:30 pmFriday : 09:00 am to 05:00 pmSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=35866
1938,JERRY TAN EYE SURGERY,67388122,68416700,1 SCOTTS ROAD                                                                    SHAW CENTRE                                                                                          #21-01/02/03/04 Singapore 228208,"Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday : 08:30 am to 01:00 pmSunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14690
1939,JESSELTON DENTAL CENTRE,67342234,68416700,9 SCOTTS ROAD                                                                    PACIFIC PLAZA                                                                                          #06-05 Singapore 228210,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44977
1940,JGH CITY HEALTHCARE,65321788,68416700,1 RAFFLES PLACE                                                                    ONE RAFFLES PLACE                                                                                          #19-02 Singapore 048616,Eve of Chinese New Year (24/01/2020) : 09:00 am to 01:00 pmWednesday : 09:00 am to 12:30 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46551
1941,JGH DENTAL CLINIC,62357747,68416700,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #10-01 Singapore 238859,"Monday to Friday : 08:45 am to 12:00 pm, 01:45 pm to 05:00 pmSaturday : 08:45 am to 12:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14700
1942,JINMIN CLINIC,63449021,64445804,430 CHANGI RD                               Singapore 419872,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 pmMonday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 06:00 pmMonday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 06:00 pmMonday to Friday : 09:00 am to 12:30 pmMonday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 06:00 pmSaturday to Sunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14720
1943,JIREH DENTAL CLINIC,62596745,64445804,BLK 126 Toa Payoh Lor 1                              #01-553 Singapore 310126,"Monday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 04:00 pm, 06:00 pm to 07:00 pmSaturday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14730
1944,JIREH FAMILY CLINIC,63660373,64445804,BLK 883 WOODLANDS ST 82                              #02-468A Singapore 730883,"Eve of Lunar New Year (04/02/2019) : 08:30 am to 12:00 pmMonday and Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pmTuesday and Wednesday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmFriday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmSaturday and Sunday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14740
1945,JIREH HEART CENTRE,69096221,64445804,38 IRRAWADDY ROAD                                                                    Mount Elizabeth Novena Specialist Centre                                                                                          #06-63 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46329
1946,JIREH MEDICAL CLINIC,63522847,64445804,BLK 70 Toa Payoh Lorong 4                              #01-335 Singapore 310070,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pmMonday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pmMonday to Tuesday : 07:00 pm to 09:00 pmThursday : 07:00 pm to 09:00 pmSaturday : 08:30 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14750
1947,JJ CHUA REJUVENATIVE COSMETIC & LASER SURGERY,62353235,64445804,3 MOUNT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #03-05 Singapore 228510,Monday to Friday : 09:00 am to 05:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34861
1948,JJ CLINIC & SURGERY,64595594,64445804,BLK 107 ANG MO KIO AVENUE 4                              #01-150 Singapore 560107,"Eve of Chinese New Year (15/02/2018) : 08:30 am to 12:30 pmChinese New Year (16/02/2018) :  ClosedChinese New Year (17/02/2018) :  ClosedChinese New Year (18/02/2018) : 08:30 am to 12:00 pmMonday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pmSaturday : 08:30 am to 12:30 pmSunday to Public Holiday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34342
1949,JL AESTHETIC & MEDICAL CLINIC,67337073,64445804,435 ORCHARD ROAD                                                                    WISMA ATRIA                                                                                          #17-04/05 Singapore 238877,Eve of Chinese New Year (24/01/2020) : 10:00 am to 01:00 pmMonday to Friday : 10:00 am to 06:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=41123
1950,JL EYE SPECIALISTS,62588966,64445804,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #07-10 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46176
1951,JL SPORTS MEDICINE & SURGERY,64768998,64445804,6 Napier Road                                                                    Gleneagles Medical Centre                                                                                          #05-08 Singapore 258499,"Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday : 09:00 am to 01:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14770
1952,JO & GERRY ESSERY NKF DIALYSIS CENTRE,62990200,63680266,BLK 204 MARSILING DRIVE                              #01-188 Singapore 730204,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46315
1953,JO-LIN FAMILY CLINIC & SURGERY,67606014,63680266,BLK 533 CHOA CHU KANG ST 51                                                                    LIMBANG SHOPPING CENTRE                                                                                          #01-29 Singapore 680533,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pmChinese New Year (27/01/2020) : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmMonday to Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmWednesday : 08:30 am to 12:30 pm, 06:30 pm to 09:30 pmThursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmFriday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmSaturday : 08:30 am to 12:30 pmSunday : 06:30 pm to 09:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14820
1954,JOANNA LIN'S MEDICAL AND CANCER CLINIC,96223667,63680266,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #03-07 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14780
1955,JOASH FAMILY CLINIC & SURGERY,62827371,63680266,BLK 1030 UPPER SERANGOON ROAD                               Singapore 534767,"Monday to Thursday : 09:00 am to 04:00 pm, 06:30 pm to 09:30 pmFriday : 09:00 am to 04:00 pmSaturday to Sunday : 09:00 am to 01:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36146
1956,JOHAN DENTAL SURGERY PTE LTD,68849332,63680266,BLK 79D TOA PAYOH CENTRAL                              #01-57 Singapore 314079,"Public Holiday :  ClosedMonday to Friday : 09:30 am to 01:00 pm, 02:00 pm to 06:00 pm, 06:00 pm to 07:00 pmSaturday and Sunday : 09:00 am to 02:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34234
1957,JOHN CHIAM MEDICAL CLINIC,67633811,63680266,BLK 21 GHIM MOH ROAD                              #01-145 Singapore 270021,"Monday to Wednesday : 09:00 am to 01:00 pm, 04:00 pm to 07:00 pmThursday : 09:00 pm to 01:00 pmFriday : 09:00 am to 01:00 pm, 04:00 pm to 07:00 pmSaturday : 09:00 am to 03:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=38213
1958,JOHN T L LIM CLINIC & SURGERY,65668828,63680266,BLK 492 JURONG WEST ST 41                              #01-80 Singapore 640492,"Public Holiday :  ClosedMonday and Wednesday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmTuesday and Thursday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:00 pm to 08:00 pmFriday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmSaturday : 09:00 am to 12:30 pmSunday :  ClosedSunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14800
1959,JOO CHIAT CLINIC FOR WOMEN,65538833,63680266,127 JOO CHIAT ROAD                               Singapore 427414,Wednesday and Saturday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14830
1960,JOY CLINIC AND SURGERY,67530702,63680266,BLK 844 YISHUN ST 81                              #01-164 Singapore 760844,"Monday to Wednesday : 08:30 am to 12:30 pm, 02:00 pm to 04:25 pmThursday and Saturday : 08:30 am to 12:30 pm, 02:00 pm to 04:25 pmThursday and Saturday : 08:30 am to 12:30 pmFriday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36870
1961,JOY CLINIC FOR WOMEN,67370044,63680266,6 NAPIER RD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #08-03/04 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45569
1962,JOY DENTAL CENTRE,69093088,91472477,164 BUKIT MERAH CENTRAL                              #01-3641 Singapore 150164,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46044
1963,JOY DENTAL CENTRE (BUANGKOK),0,91472477,BLK 991 BUANGKOK LINK                                                                    BUANGKOK SQUARE                                                                                          #02-17 Singapore 530991,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46930
1964,JOY FAMILY CLINIC,64422483,91472477,BLK 703 BEDOK RESERVOIR ROAD                              #01-3506 Singapore 470703,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46985
