Sno,Name,Address
587,PACIFIC MEDICAL & DENTAL GROUP,"716 Yishun St 71, #01-270, S760716"
588,PANCARE MEDICAL CLINIC,"133 Ang Mo Kio Avenue 3, #01-1651, Kebun Baru Spring, S560133"
589,PANDAN CLINIC PTE LTD,"415 Pandan Gardens, #01-115, S600415"
590,PANHEALTH FAMILY CLINIC,"312B Sumang Link, #01-03, S822312"
591,PANHEALTH FAMILY CLINIC (HOUGANG),"932B Hougang Avenue 9, #01-02, Hougang Crimson, S532932"
592,PARKLANE MEDICAL CENTRE,"35 Selegie Road, #02-25A, Parklane Shopping Mall, S188307"
593,PARKWAY SHENTON MEDICAL GROUP,"50 Robinson Road, #01-03, Robinson Suites, S068882"
594,PARKWAY SHENTON MEDICAL GROUP,"451 Clementi Avenue 3, #01-309, S120451"
595,PARKWAY SHENTON MEDICAL GROUP,"10 Eunos Road 8, #02-122, Singapore Post Centre, S408600"
596,PARKWAY SHENTON MEDICAL GROUP,"7 Changi Business Park Crescent, #01-00, Standard Chartered @ Changi, S486028"
597,PARKWAY SHENTON MEDICAL GROUP,"205 Hougang Street 21, #03-20, Heartland Mall - Kovan, S530205"
598,PARKWAY SHENTON MEDICAL GROUP,"1 Jelebu Road, #03-02, Bukit Panjang Plaza, S677743"
599,PARKWAY SHENTON MEDICAL GROUP,"681 Punggol Drive, #01-01, S820681"
600,PARKWAYHEALTH PRIMARY CARE NETWORK,"11 Collyer Quay, #18-01/02, The Arcade, S49317"
601,PASIR RIS CLINIC & SURGERY PTE LTD,"442 Pasir Ris Dr 6, #01-28, S510442"
602,PEACE FAMILY CLINIC,"371 Woodlands Ave 1, #01-821, S730371"
603,HEALTHWAY MEDICAL,"406 Sembawang Dr, #01-820, S750406"
604,PEACE FAMILY CLINIC (WL832),"832 Woodlands Street 83, #01-71, S730832"
605,PHOENIX CLINIC & SURGERY,"150 Jalan Teck Whye, #01-43, S680150"
606,PHOENIX MEDICAL GROUP,"1 Seletar Road, #02-11, Greenwich V, S807011"
607,PHOENIX MEDICAL GROUP ( CACTUS ),"7 Ang Mo Kio Street 66, #01-17, Floravista, S567708"
608,PHOENIX MEDICAL GROUP (HILLVIEW),"4 Hillview Rise, #02-20, Hillv2, S667979"
609,PHOENIX MEDICAL GROUP (PAYA LEBAR),"60 Paya Lebar Road, #02-09, Paya Lebar Square, S409051"
610,PHOON CLINIC AND SURGERY,"632 Bedok Reservoir Rd, #01-828, S470632"
611,PHYSICIANS PRACTICE FAMILY MEDICAL CENTER,"101 Thomson Road, #01-17, United Square, S307591"
612,PIDEMCO MEDICAL CENTRE PTE LTD,"156 Yishun St 11, #01-112, S760156"
613,PIER MEDICAL CENTRE,"725 Jurong West Ave 5, #B1-164, S640725"
614,PINETREE MEDICAL CLINIC,"86 Bedok North Street 4, #01-175, S460086"
615,PINNACLE FAMILY CLINIC (BUANGKOK SQUARE),"991 Buangkok Link, #02-05, Buangkok Square, S530991"
616,PINNACLE FAMILY CLINIC (COMPASSVALE),"289C Compassvale Crescent, #01-04, S543289"
617,PINNACLE FAMILY CLINIC (RIVER VALLEY),"240 River Valley Road, S238297"
618,PINNACLE FAMILY CLINIC (SERANGOON NORTH),"518 Serangoon North Avenue 4, #B1-208, S550518"
619,PINNACLE FAMILY CLINIC (WOODLANDS),"573 Woodlands Drive 16, #01-06, S730573"
620,PJ CLINIC,"36 Beo Crescent, #01-49, S160036"
621,PLATINUM MEDICAL CENTRE @DORM,"28 Toh Guan Road East, #01-01, (Mezzanine Floor), S608596"
622,PLATINUM MEDICAL CENTRE PTE LTD,"504 Yishun Street 51, #01-02, Multi Storey Car Park, S760504"
623,PLATINUM MEDICAL CLINIC AND SURGERY PTE LTD,"513 Yishun Street 51, #01-03, Saraca Breeze @ Yishun, S760513"
624,PLUSHEALTH MEDICAL CLINIC & SURGERY,"89 Whampoa Drive, #01-841, S320089"
625,POTONG PASIR MEDICAL CLINIC,"148 Potong Pasir Avenue 1, #01-55, S350148"
626,POW FAMILY CLINIC & SURGERY,"620 Hougang Ave 8, #01-264, S530620"
627,PRAISE FAMILY CLINIC,"717 Tampines St 72, #01-75, S520717"
628,PREMIER CLINIC & SURGERY PTE LTD,"631 Ang Mo Kio Ave 4, #01-936, S560631"
629,PRIMARY CARE ASIA,"290 Orchard Road, #15-11/12, The Paragon, S238859"
630,PRIME MEDICAL GROUP PTE LTD,"290 Orchard Road, #09-11/12, The Paragon, S238859"
631,PRINCETON FAMILY CLINIC PTE LTD.,"445 Fajar Rd, #01-546, Fajar Shopping Centre, S670445"
632,PRO-LIFE MEDICAL ASSOCIATES,"253 Choa Chu Kang Ave 1, #01-20, S680253"
633,PROCROSS MEDICAL CENTRE,"449 Hougang Avenue 10, #B1-509, S530449"
634,PROCROSS MEDICAL CLINIC,"689A Woodlands Drive 75, #01-86, S731689"
635,PROHEALTH 24-HOUR MEDICAL CLINIC,"259 Bukit Panjang Ring Road, #01-18, S671259"
636,PROHEALTH MEDICAL GROUP @ BUANGKOK PTE LTD,"275D Compassvale Link, #01-01(UNIT 12), S544275"
637,PROHEALTH MEDICAL GROUP @ HOUGANG PTE LTD,"476D Upper Serangoon View, #02-04, S537476"
638,PROHEALTH MEDICAL GROUP @ PUNGGOL DAMAI PTE LTD,"612 Punggol Drive, #01-05, Multi Storey Car Park, S820612"
639,PROHEALTH MEDICAL GROUP @FERNVALE PTE LTD,"33 Sengkang West Avenue, #B1-18, The Seletar Mall, S797653"
640,PROHEALTH MEDICAL GROUP @LRT FERNVALE PTE LTD,"437 Fernvale Road, #01-04, Multi Storey Car Park, S790437"
641,PROHEALTH MEDICAL GROUP @PUNGGOL SPECTRA PTE. LTD.,"622D Punggol Central, #01-02, S824622"
642,PROHEALTH MEDICAL GROUP @TAMAN JURONG PTE LTD,"399 Yung Sheng Road, #01-56, Taman Jurong Shopping Centre, S610399"
643,PROVIDENCE CLINIC @ HILLFORD,"182 Jalan Jurong Kechil, #01-65, S596152"
644,PRUDENCE FAMILY CLINIC,"512 Bishan Street 13, #01-524, S570512"
645,PUBLIC MEDICAL CLINIC & SURGERY,"664 Yishun Ave 4, #01-275, S760664"
646,PULSE CLINIC PTE LTD,"38 Beo Crescent, #01-32, The Beo Crescent, S160038"
647,PUNGGOL FAMILY CLINIC PTE. LTD.,"322 Sumang Walk, #01-03, Multi Storey Car Park, S820322"
648,PUNGGOL RIPPLES FAMILY CLINIC,"211D Punggol Walk, #01-667, S824211"
649,Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK),"180 Kitchener Road, #B1-13/14, City Square Mall, S208539"
650,Q & M MEDICAL & AESTHETIC CLINIC (TAMPINES CENTRAL) PTE. LTD.,"10 Tampines Central 1, #04-18/19, Tampines One, S529536"
651,Q & M MEDICAL CLINIC (BUKIT BATOK),"151 Bukit Batok Street 11, #01-252, S650151"
652,Q & M MEDICAL FAMILY CLINIC,"261 Serangoon Central Drive, #01-29. S550261"
653,Q & M MUTUAL HEALTHCARE MEDICAL CLINIC,"70 Punggol Central, #01-07, Punggol Mrt Station, S828868"
654,RAFFLESMEDICAL,"8 Marina View, #15-01, Asia Square Tower 1, S018960"
655,RAFFLESMEDICAL,"12 Marina Boulevard, #17-05, Marina Bay Financial Centre Tower 3, S018982"
656,RAFFLESMEDICAL,"6 Raffles Boulevard, #01-212, Marina Square, S039594"
657,RAFFLESMEDICAL,"50 Raffles Place, #01-02A, Singapore Land Tower, S048623"
658,RAFFLESMEDICAL,"80 Robinson Road, #01-00, S068898"
659,RAFFLESMEDICAL,"168 Robinson Road, #02-02, Capital Tower, S068912"
660,RAFFLESMEDICAL,"51 Anson Road, #01-51, Anson Centre, S079904"
661,RAFFLESMEDICAL,"1 Maritime Square, #03-56, Harbourfront Centre, S099253"
662,RAFFLESMEDICAL,"1207 Dover Road, United World College, S139654"
663,RAFFLESMEDICAL,"370 Alexandra Road, #B1-41, Anchorpoint, S159953"
664,RAFFLESMEDICAL,"1 Scotts Road, #04-09 to 14, Shaw Centre, S228208"
665,RAFFLESMEDICAL,"391B Orchard Rd, #08-06, Ngee Ann City Tower B, S238874"
666,RAFFLESMEDICAL,"10E Sixth Avenue, #01-03, S276474"
667,RAFFLESMEDICAL,"118 Holland Avenue, #05-02/03/04, Raffles Holland V, S278997"
668,RAFFLESMEDICAL,"203 Bedok North Street 1, #01-467, S460203"
669,RAFFLESMEDICAL,"1 Changi Business Park Crescent, #01-11, Plaza 8, S486025"
670,RAFFLESMEDICAL,"5 Changi Business Park Central 1, #B1-55/56, Changi City Point, S486038"
671,RAFFLESMEDICAL,"259 Pasir Ris Street 21, #02-33, Loyang Point, S510259"
672,RAFFLESMEDICAL,"1 Tampines Street 73, S528704"
673,RAFFLESMEDICAL,"3 Simei Street 6, #02-27, Eastpoint Mall, S528833"
674,RAFFLESMEDICAL,"809 Hougang Central, #01-180, S530809"
675,RAFFLESMEDICAL,"722 Ang Mo Kio Ave 8, #01-2825, S560722"
676,RAFFLESMEDICAL,"131 Jurong Gateway Road, #01-267, S600131"
677,RAFFLESMEDICAL,"17 Petir Road, #02-07/08, Hillion Mall, S678278"
678,RAFFLESMEDICAL,"21 Choa Chu Kang Ave 4, #B1-07A, Lot 1 Shoppers' Mall, S689812"
679,RAFFLESMEDICAL,"1 Woodlands Square, #05-20, Causeway Point, S738099"
680,RAFFLESMEDICAL,"355 Sembawang Way, #01-06/07, S750355"
681,RAFFLESMEDICAL,"930 Yishun Avenue 2, #03-35, Northpoint City (North Wing), S769098"
682,RAFFLESMEDICAL,"20 Airport Boulevard, Sats Inflight Catering Centre 1, S819659"
683,RAFFLESMEDICAL,"10 Airport Boulevard, #01-01, Arrival Hall, Passenger Terminal Building 4, S819665"
684,RAFFLESMEDICAL,"Singapore Changi Interneational, #02-10, Passenger Terminal Building 1, S819642"
685,RAFFLESMEDICAL,"1 Jurong West Central 2, #B1A-19D, Jurong Point Shopping Centre, S648886"
686,RAFFLESMEDICAL,"252 North Bridge Road, #02-17, Raffles City Shopping Centre, S179103"
687,RAFFLESMEDICAL,"177 Toa Payoh Central, #01-170, S310177"
688,RAFFLESMEDICAL,"55 Siglap Road, #02-11/12, Siglap Centre, S455871"
689,RAFFLESMEDICAL,"1 Pasir Ris Central Street 3, #04-19, White Sands, S518457"
690,RAFFLESMEDICAL,"10 Tampines Central 1, #03-28, Tampines One, S529536"
691,RAFFLESMEDICAL,"1 Sengkang Square, #04-09, Compass One, S545078"
692,RAFFLESMEDICAL,"11 Rivervale Crescent, #02-17, Rivervale Mall, S545082"
693,RAFFLESMEDICAL,"23 Serangoon Central, #B2-01, Nex, S556083"
694,RAFFLESMEDICAL,"283 Bishan Street 22, #01-177, S570283"
695,RAFFLESMEDICAL,"446 Clementi Avenue 3, #01-189, S120446"
696,RAFFLESMEDICAL,"21 Choa Chu Kang North 6, #01-02, Yewtee Point, S689578"
697,RAFFLESMEDICAL,"60 Airport Boulevard, #26-53, Passenger Terminal Building 2, S819643"
698,RAFFLESMEDICAL,"60 Airport Boulevard, #B16-25, Changi Airport Terminal 2, S819643"
699,RAFFLESMEDICAL,"65 Airport Boulevard, #B2-01, Passenger Terminal Bulding 3, S819663"
700,RAFFLESMEDICAL,"65 Airport Boulevard Departure Hall, #02-67, Singapore Changi Airport Terminal 3, S819663"
701,RAFFLESMEDICAL,"83 Punggol Central, #02-29, Waterway Point, S828761"
702,RC'S FAMILY CLINIC PTE LTD,"635C Senja Road, #01-03, Senja Gateway, S673635"
703,RCMC RIVERVALE CRESCENT MEDICAL CENTRE,"182A Rivervale Crescent, #01-04, S541182"
704,RED DOT MEDICAL,"660A Edgedale Plains, #02-06, Waterway Sundew, S821660"
705,REDWOOD CLINIC AND SURGERY PTE LTD,"920 Tiong Bahru Road, #01-07, Redhill Mrt Station, S158792"
706,RIVERVALE FAMILY CLINIC & SURGERY,"118 Rivervale Drive, #01-02, Rivervale Plaza, S540118"
707,ROCHOR CENTRE CLINIC,"175 Bencoolen Street, #01-20, Burlington Square, S189649"
708,ROYAL CARE MEDICAL FAMILY CLINIC CHOA CHU KANG,"818 Choa Chu Kang Ave 1, #01-13, S680818"
709,ROYAL CARE MEDICAL YISHUN GROVE,"675 Yishun Avenue 4, #01-07, S760675"
710,ROYAL CARE MEDICAL YISHUN JUNCTION 9,"317 Yishun Ave 9, #01-03, S760317"
711,ROYAL MEDICAL CENTRE,"111 Woodlands St 13, #01-84, S730111"
712,RUBY MEDICAL CENTRE PTE LTD,"505 Tampines Central 1, #01-339, S520505"
713,S & L FAMILY CLINIC,"729 Yishun St 71, #01-105, S760729"
714,S AND L FAMILY CLINIC,"235 Yishun St 21, #01-446, S760235"
715,S G CLINIC FAMILY PRACTICE,"84 Serangoon Garden Way, S555980"
716,S LEE CLINIC,"644 Hougang Ave 8, #01-265, S530644"
717,S S TAN MEDICAL CLINIC,"744 Yishun St 72, #01-195, S760744"
718,SASCO CLINIC,"8 Changi North Way, St Aerospace Services Company Pte Ltd, S499611"
719,SATA COMMHEALTH COMMUNITY HUB,"447B Jalan Kayu, #01-01, Fernvale Lodge, S792447"
720,SATA COMMHEALTH MEDICAL CENTRE,"1 Siang Kuang Avenue, Sennett Estate, S347919"
721,SATA COMMHEALTH MEDICAL CENTRE,"351 Chai Chee Street, S468982"
722,SATA COMMHEALTH MEDICAL CENTRE,"5 Tampines Central 6, #01-01A, Telepark, S529482"
723,SATA COMMHEALTH MEDICAL CENTRE,"715 Ang Mo Kio Avenue 6, #01-4008 & 4010, S560715"
724,SATA COMMHEALTH MEDICAL CENTRE,"135 Jurong Gateway Road, #04-345, S600135"
725,SATA COMMHEALTH MEDICAL CENTRE,"500 Corporation Road, #01-01, Nkf Integrated Renal Centre, S649808"
726,SATA COMMHEALTH MEDICAL CENTRE,"900 South Woodlands Dr, #04-01, Woodlands Civic Centre, S730900"
727,SAUDARA CLINIC BY A+J GENERAL PHYSICIANS,"228 Changi Road, #01-01, Icon@Changi, S419741"
728,SEMBAWANG MART MEDICAL CENTRE,"511 Canberra Road, #02-02A, Sembawang Mart, S750511"
729,SENGKANG FAMILY CLINIC,"274D Compassvale Bow, #01-01, S544274"
730,SENNETT MEDICAL CLINIC,"55 Siglap Road, ##B1-10, Siglap Centre, S455871"
731,SHALOM MEDICAL GROUP,"231 Bain Street, #03-57, Bras Basah Complex, S180231"
732,SHENTON CLINIC,"498 Jurong West St 41, #01-464, S640498"
733,SHENTON FAMILY MEDICAL CLINIC,"1 Cantonment Road, #01-02, Pinnacle@Duxton, S080001"
734,SHENTON FAMILY MEDICAL CLINIC,"102 Towner Road, #01-268 (Lower Floor), Townerville, S322102"
735,SHENTON FAMILY MEDICAL CLINIC,"728 Ang Mo Kio Avenue 6, #01-4208, S560728"
736,SHENTON FAMILY MEDICAL CLINIC (BEDOK RESERVOIR),"744 Bedok Reservoir Road, #01-3065, S470744"
737,SHENTON FAMILY MEDICAL CLINIC (TAMPINES),"201D Tampines Street 21, #01-1137, S524201"
738,SHENTON FAMILY MEDICAL CLINIC (YISHUN),"160 Yishun Street 11, #01-200, S760160"
739,SHENTON MEDICAL GROUP,"8A Marina Boulevard, #B2-76, Marina Bay Link Mall, S018984"
740,SHENTON MEDICAL GROUP,"1 Raffles Quay, #09-02, One Raffles Quay North Tower, S048583"
741,SHENTON MEDICAL GROUP,"10 Anson Rd, #36-01, International Plaza, S079903"
742,SHENTON MEDICAL GROUP,"26 Sentosa Gateway, #B2-01, S098138"
743,SHENTON MEDICAL GROUP,"90 Bras Basah Road, #B1-02, Esplanade Mrt Station, S189562"
744,SHENTON MEDICAL GROUP,"333 Orchard Road, #06-01, Mandarin Orchard Singapore, S238867"
745,SHENTON MEDICAL GROUP,"1000 Toa Payoh North, #07-00, Annexe Block, S318994"
746,SHENTON MEDICAL GROUP,"168 Kallang Way Level 1, S349253"
747,SHENTON MEDICAL GROUP,"2 Changi Business Park Avenue 1, #01-03, Ue Bizhub East, S486015"
748,SHENTON MEDICAL GROUP,"10 Sengkang Central, #01-04, Buangkok Nel Mrt Station, S545061"
749,SHENTON MEDICAL GROUP,"263 Serangoon Central Drive, #01-59, S550263"
750,SHENTON MEDICAL GROUP,"2 Jurong Port Road, S619088"
751,SHENTON MEDICAL GROUP,"30 Woodlands Avenue 2, #01-47/48/49, Woodlands Mrt Station, S738343"
752,SHENTON MEDICAL GROUP,"11 Collyer Quay, #19-01, The Arcade, S49317"
753,SHENTON MEDICAL GROUP,"1 Harbourfront Place, #01-04, Harbourfront Tower One, S98633"
754,SHENTON MEDICAL GROUP,"126 Lorong 1 Toa Payoh, #01-561, Toa Payoh Heights, S310126"
755,SHENTON MEDICAL GROUP,"625 Elias Road, #01-324B, Elias Mall, S510625"
756,SHENTON MEDICAL GROUP,"1 Jurong West Central 2, #01-17E/F/G/H, Jurong Point Shopping Centre, S648886"
757,SHENTON WELLNESS CENTRE,"460 Alexandra Road, #02-15, Psa Building (Alexandra Retail Centre), S119963"
758,SHIFA CLINIC & SURGERY,"668 Chander Rd, #01-18/20, S210668"
759,SHIFA CLINIC (JURONG),"501 Jurong West Street 51, #01-277, S640501"
760,SHINE FAMILY CLINIC,"463 Jurong West Street 41, #01-560, S640463"
761,SIGLAP CLINIC PTE LTD,"308 Telok Kurau Road, #01-08, Vibes @ East Coast, S423858"
762,SILVER CROSS CLINIC (MARSILING),"305 Woodlands Street 31, #01-75, S730305"
763,SILVER CROSS FAMILY CLINIC,"3 Cheong Chin Nam Road, S599728"
764,SILVER CROSS FAMILY CLINIC,"846 Yishun Ring Road, #01-3661, S760846"
765,SILVER CROSS MEDICAL,"275A Holland Avenue, S278993"
766,SILVER CROSS MEDICAL,"502 Jurong West Ave 1, #01-803, S640502"
767,SIMEI CLINIC & SURGERY,"248 Simei St 3, #01-132, S520248"
768,SIMEI MEDICAL CENTRE,"248 Simei St 3, #01-104, S520248"
769,SIMON ROAD FAMILY CLINIC,"9 Simon Road, S545895"
770,SIMS DRIVE MEDICAL CLINIC,"53 Sims Place, #01-174, S380053"
771,SINCERE MEDICAL & DENTAL CLINIC,"292 Yishun St 22, #01-285, S760292"
772,SINGAPORE TECHNOLOGIES AEROSPACE MEDICAL CENTRE,"540 Airport Rd, Paya Lebar, S539938"
773,SINGAPORE TECHNOLOGIES ELECTRONICS LIMITED (IN-HOUSE MEDICAL CLINIC),"24 Ang Mo Kio St 65, S569061"
774,SINGAPORE TELECOM CLINIC,"31 Exeter Road, B2 Comcentre, S239732"
775,SINGAPURA CLINIC,"27 Bencoolen St, #01-27, Bencoolen House, S189620"
776,SM HANEEFA CLINIC,"11 Chai Chee Road, #01-23, S460011"
777,SOONG CLINIC AND SURGERY,"162 Mei Ling St, #01-353, S140162"
778,SP CLINIC,"117 Pending Rd, #01-224, S670117"
779,SPRING MEDICAL CLINIC (OLD AIRPORT ROAD),"39 Jalan Tiga, #01-03, S390039"
780,ST AEROSPACE ENGINEERING MEDICAL CENTRE,"600 West Camp Road, S797654"
781,ST ANDREW'S MISSION HOSPITAL CLINIC (SIMEI),"8 Semei Street 3, S529895"
782,ST GEORGES CLINIC AND SURGERY PTE LTD,"3 St George'S Rd, #01-105, S320003"
783,ST KINETICS IN-HOUSE CLINIC,"249 Jalan Boon Lay, S619523"
784,STANDARD CLINIC & SURGERY,"261 Punggol Way, #01-05, S820261"
785,STAT MEDICAL CLINIC @ HOUGANG,"311 Hougang Avenue 5, #01-183, S530311"
786,STERLING CLINIC & SURGERY,"3 Lor Lew Lian, #01-64, S531003"
787,STERLING FAMILY CLINIC,"84 Bedok North St 4, #01-41, S460084"
788,STEWARD CLINIC,"4A Loyang Lane, #01-01, S508923"
789,STREET 11 CLINIC,"139 Tampines St 11, #01-18, S521139"
790,STREET 21 CLINIC TAMPINES PTE. LTD.,"201B Tampines St 21, #02-1097, S522201"
791,SUMMIT MEDICAL CLINIC,"632 Ang Mo Kio Ave 4, #01-956, S560632"
792,SUNBEAM MEDICAL CLINIC,"318B Anchorvale Link, #01-257, Anchorvale Gardens, S542318"
793,SUNBEAM MEDICAL CLINIC,"443C Fajar Road, #01-76, S673443"
794,SUNSHINE CLINIC FAMILY PRACTICE & SURGERY,"445 Tampines Street 42, #01-02, S520445"
795,T MEDICAL CLINIC,"115 Canberra Walk, #01-05, S750115"
796,T MEDICAL CLINIC (KALLANG),"5 Upper Boon Keng Road, #01-14, Kallang Heights, S380005"
797,T S WONG CLINIC & SURGERY,"166 Woodlands St 13, #02-523, S730166"
798,TAI SENG CLINIC,"11 Irving Place, #01-09/10, S369551"
799,TAMPINES CLINIC AND SURGERY PTE LTD,"139 Tampines St 11, #01-10, S521139"
800,TAMPINES FAMILY MEDICINE CLINIC,"1 Tampines Walk, #03-34, Our Tampines Hub, S528523"
801,TAMPINES MEDILIFE CLINIC,"801 Tampines Ave 4, #01-263, S520801"
802,TAN & KOH CLINIC & SURGERY,"121 Bedok Reservoir Rd, #01-196, S470121"
803,TAN & YIK CLINIC & SURGERY,"116 Bishan Street 12, #01-36, S570116"
804,TAN MEDICARE CLINIC PTE LTD,"629 Ang Mo Kio Ave 4, #01-986, S560629"
805,TAN'S T&T CLINIC AND SURGERY,"152 Bishan Street 11, #01-213, S570152"
806,TAN-TEOH CLINIC & SURGERY,"101 Towner Rd, #01-216, S322101"
807,TAN-TEOH CLINIC & SURGERY,"101 Towner Road, #01-212, S322101"
808,TAN-TEOH CLINIC & SURGERY (ANG MO KIO BRANCH),"302 Ang Mo Kio Ave 3, #01-1846, S560302"
809,TAYKA MEDICAL,"29A Desker Road, S209562"
810,TAYKA MEDICAL FAMILY CLINIC,"526 Jurong West Street 52, #01-323, S640526"
811,TC FAMILY CLINIC PTE LTD,"526 Jurong West St 52, #01-325, S640526"
812,TEBAN GARDEN CLINIC,"61 Teban Gardens Rd, #01-01, Teban Place, S600061"
813,TEK DISPENSARY,"4 Toa Payoh Lor 7, #01-115, S310004"
814,TEMASEK CLINIC & SURGERY,"73 Bedok South Avenue 3, #01-460, S460073"
815,TEMASEK MEDICAL CENTRE,"413 Bukit Batok West Ave 4, #01-214, S650413"
816,TEMASEK MEDICAL CENTRE,"624 Choa Chu Kang St 62, #01-226, S680624"
817,TEMASEK MEDICAL CENTRE,"883 Woodlands St 82, #02-466, S730883"
818,TEMASEK MEDICAL CENTRE,"406 Sembawang Drive, #01-824, S750406"
819,TEMASEK MEDICAL CLINIC,"212 Toa Payoh Lor 8, #01-41, S310212"
820,TEMASEK MEDICAL CLINIC,"86 Bedok North St 4, #01-177, S460086"
821,TENG CLINIC,"171 Stirling Road, #01-1101, S140171"
822,TEO CLINIC & SURGERY PTE LTD,"352 Clementi Ave 2, #01-111, S120352"
823,TEXTILE CENTRE CLINIC,"200 Jln Sultan, #03-32, Textile Centre, S199018"
824,TH CHIA MEDICAL PRACTICE,"151 Serangoon North Avenue 2, #01-19, S550151"
825,THAI SHEN FAMILY CLINIC PTE LTD,"84 Bedok North St 4, #01-65, S460084"
826,THE BALMORAL CLINIC,"5 Stadium Walk, #02-21, Leisure Park Kallang, S397693"
827,THE BALMORAL CLINIC FAMILY MEDICINE,"271 Bukit Timah Rd, #02-12, Balmoral Plaza, S259708"
828,THE CHELSEA CLINIC (ROCHESTER),"35 Rochester Drive, #03-21, The Rochester, S138639"
829,THE CLINIC @ APERIA,"12 Kallang Avenue, #03-15, Aperia, S339511"
830,THE CLINIC @ BUSINESS CITY,"20 Pasir Panjang Road, #02-26, Mapletree Business City, S117439"
831,THE CLINIC @ CAMPUS,"70 Stamford Road, #B1-21, Li Ka Shing Library Building, S178901"
832,THE CLINIC @ CAPITAGREEN,"138 Market Street, #02-01A, Capitagreen, S048946"
833,THE CLINIC @ ONE GEORGE STREET,"1 George Street, #05-05, (Lobby C), S049145"
834,THE CLINIC @ TAI SENG,"18 Tai Seng Street, #01-07/08, Mapletree 18, S539775"
835,THE CLINIC GROUP @ MARINA ONE,"5 Straits View, #01-07, Marina One The Heart, S018935"
836,THE CLINIC@FUSIONOPOLIS,"1 Fusionopolis Place, #01-05, Galaxis, S138522"
837,THE CLINIQ,"590A Montreal Link, #01-23, S751590"
838,THE CORONATION CLINIC,"587 Bukit Timah Road, #02-01, S269707"
839,THE DUBLIN CLINIC,"109 Clementi Street 11, #01-25, S120109"
840,THE EDINBURGH CLINIC,"306 Choa Chu Kang Ave 4, #01-685, S680306"
841,THE FAMILY MEDICAL CENTRE (YISHUN) PTE. LTD.,"411 Yishun Ring Road, #01-1827, S760411"
842,THE FAMILY PHYSICIAN CLINIC,"542B Serangoon North Avenue 3, #01-02, S552542"
843,THE FAMILY PRACTICE CLINIC & SURGERY,"117 Commonwealth Dr, #01-723, S140117"
844,THE FAMILY PRACTICE-POTONG PASIR,"148 Potong Pasir Ave 1, #01-33, S350148"
845,THE FAMILY PRACTICE@ SKYVILLE,"85 Dawson Road, #01-06, S141085"
846,THE ICLINIC,"18 Jalan Membina, #02-08, S164018"
847,THE MEDICAL CLINIC PTE LTD,"63 Chulia Stret, #01-02, S049514"
848,THE OLIVE TREE FAMILY CLINIC & SURGERY PTE. LTD.,"303 Anchorvale Link, #01-02, S540303"
849,THE TENTERAM CLINIC,"116B Jalan Tenteram, #01-549, Tenteram Peak, S322116"
850,THOMAS CLINIC & SURGERY,"61 Telok Blangah Heights, #01-97, S100061"
851,TIONG BAHRU MEDICAL CENTRE,"10 Kim Tian Road, Kai Fook Mansion, S169248"
852,TNG FAMILY CLINIC,"347 Ang Mo Kio Ave 3, #01-2126, S560347"
853,TONG CLINIC & SURGERY,"316B Ang Mo Kio Street 31, #01-05, Multi Storey Car Park, S563316"
854,TOWN CLINIC,"287 Beach Road, #01-00, S199551"
855,TP SIM FAMILY CLINIC & SURGERY,"509 Bishan Street 11, #01-378, S570509"
856,TPC MEDICAL CLINIC,"7 Wallich Street, #B1-15, Tanjong Pagar Centre, S078884"
857,TRINITY MEDICAL & AESTHETIC CLINIC,"151 Simei Street 1, #01-33, S520151"
858,TRINITY MEDICAL CLINIC,"19A Dover Crescent, #01-01, S131019"
859,TRINITY MEDICAL CLINIC,"130 Jurong Gateway Road, #02-205/207, S600130"
860,TRUCARE MEDICAL AND SURGERY,"1187 Upper Serangoon Road, #01-53, The Midtown, S533971"
861,TRUCARE MEDICAL AND SURGERY,"226A Ang Mo Kio Avenue 1, #01-631, Kebun Baru Mall, S561226"
862,TRUE MEDICAL CLINIC PAYA LEBAR QUARTER,"10 Paya Lebar Road, #04-26, Paya Lebar Quarter, S409057"
863,TRUE MEDICAL CLINIC TAMPINES WEST,"824 Tampines Street 81, #01-26, S520824"
864,TRUECARE CLINIC,"88 Rangoon Road, #01-06, Rangoon 88, S218374"
865,TUAS SOUTH MEDICAL CENTRE,"6 Tuas South Street 15, #01-103, S636906"
866,TWIN CITY MEDICAL CENTRE,"1 Kim Seng Promenade, #01-136, Great World City, S237994"
867,TWIN CITY MEDICAL PRACTICE,"391B Orchard Road, #14-10, Ngee Ann City Tower B, S238874"
868,UNICARE FAMILY CLINIC & SURGERY,"216 Boon Lay Avenue, #01-03, Multi Storey Car Park, S640216"
869,UNIHEALTH 24-HR CLINIC (JURONG EAST),"135 Jurong Gateway Road, #01-317, S600135"
870,UNIHEALTH 24-HR CLINIC (TOA PAYOH),"178 Toa Payoh Central, #01-218, S310178"
871,UNIHEALTH CLINIC (BEDOK),"214 Bedok North Street 1, #01-171, S460214"
872,UNION MEDICAL CLINIC & SURGERY,"152 Serangoon North Ave 1, #01-330, S550152"
873,UNITED HEALTH FAMILY CLINIC & SURGERY,"627 Yishun Street 61, #01-63, S760627"
874,UNITED MEDICAL CLINIC,"25 Jln Berseh, #01-144, S200025"
875,UNITED MEDICAL PRACTITIONERS,"139 Tampines Street 11, #01-16, S521139"
